,No.,Altitude,Date,https://docs.google.com/spreadsheets/d/1fSvWzYNNyPRax3SlRuPMMsVsCZzNOj_fLgdczTBqpuk/edit#gid=941757145,Family,Species,Sex,W_length,B_length,w (g),插針重/針種類,Dw(g),Wei,Note_WT ,label,ID(ima),Note_SW,疊,籤,檔案日期,影像問題,Note_Chiou_Specimen,Note_thermal,Hot,Cold,Before.jpg,Temp_min_bf,Temp_max_bf,Temp_avg_bf,After.jpg,Temp_min,Temp_max,Temp_avg,Note,leg,點測
1879,SJTT1879,2612,18-VII-2017,"30.83744, 102.74658",,SJ_LYM01,#N/A,19.69,15.08,0.0713,0.037,0.0343,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_21070.jpg,13.1,13.3,13.2,IR_21088.jpg,-3.1,0.3,-0.4,,,
1880,SJTT1880,2612,18-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO056,male,18.48,12.2,0.0477,0.0383,0.0094,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,0,1,IR_21078.jpg,12.4,12.8,12.6,IR_21090.jpg,-2.9,-2.1,-2.5,,,
1881,SJTT1881,2612,18-VII-2017,"30.83744, 102.74658",Notodontidae,SJ_NOT11,#N/A,29.4,21.18,0.1307,0.0369,0.0938,#N/A,,1,1,,1,1,#N/A,#N/A,,重拍,1,0,IR_21082.jpg,14.2,14.6,14.4,IR_21094.jpg,34.2,43.9,40.2,IR_21084.jpg也是1881Before,,
1882,SJTT1882,2612,18-VII-2017,"30.83744, 102.74658",Notodontidae,SJ_NOT02,#N/A,,25.03,0.1596,0.0375,0.1221,#N/A,兩翅破損,1,1,,1,1,#N/A,#N/A,,,1,0,IR_21086.jpg,14.3,14.7,14.5,IR_21096.jpg,38.5,44.4,40.8,,,
1883,SJTT1883,2612,18-VII-2017,"30.83744, 102.74658",Notodontidae,SJ_NOT01,male,19.24,13.21,0.0878,0.0368,0.051,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,0,1,IR_21098.jpg,12.1,12.3,12.2,IR_21128.jpg,-0.8,1.1,0.2,,,
1884,SJTT1884,2612,18-VII-2017,"30.83744, 102.74658",Notodontidae,SJ_NOT01,male,18.27,13.52,0.0859,0.036,0.0499,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,1,0,IR_21100.jpg,12,12.4,12.3,IR_21114.jpg,35.5,41.8,39.2,,,
1885,SJTT1885,2612,18-VII-2017,"30.83744, 102.74658",Notodontidae,SJ_NOT01,male,19.74,13.94,0.0815,0.0366,0.0449,#N/A,右翅破損,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,袋子X,1,0,IR_21102.jpg,12.9,13.7,13.3,IR_21132.jpg,31.5,37.4,35.3,,,
1886,SJTT1886,2612,18-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO138,#N/A,17.13,10.24,0.0499,0.0372,0.0141,#N/A,,1,1,,1,1,#N/A,#N/A,,?,0,1,IR_21104.jpg,13.8,14.4,14.2,IR_21124.jpg,-5.3,-0.8,-1.8,IR_21106.jpg也是1886,,
1887,SJTT1887,2612,18-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO142,male,15.17,9.83,0.0473,0.0361,0.0112,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,0,1,IR_21108.jpg,13.2,13.4,13.3,IR_21144.jpg,-5.7,-2.4,-3.6,,,
1888,SJTT1888,2612,18-VII-2017,"30.83744, 102.74658",Drepanidae,SJ_THY13,#N/A,17.26,14.49,0.0609,0.0378,0.0231,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_21110.jpg,15.7,16.5,16.2,IR_21126.jpg,36.2,43.7,40.6,,,
1889,SJTT1889,2612,18-VII-2017,"30.83744, 102.74658",Drepanidae,SJ_THY13,#N/A,16.71,13.22,0.0577,0.037,0.0207,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_21112.jpg,12.7,13,12.9,IR_21134.jpg,-4,-1.7,-2.5,,,
1890,SJTT1890,2612,18-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO054,#N/A,22.96,14.97,--,0.0374,--,X,身體遭蛀，不秤重,1,1,,1,1,#N/A,#N/A,於烘箱中遭蛀蝕,,0,1,IR_21116.jpg,12.6,13.2,12.9,IR_21150.jpg,-3,-1.7,-2.1,,,
1891,SJTT1891,2612,18-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO073,#N/A,18.22,10.3,0.048,0.0372,0.0108,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_21118.jpg,13.3,13.8,13.6,IR_21136.jpg,37.3,42,38.9,,,
1892,SJTT1892,2612,18-VII-2017,"30.83744, 102.74658",Drepanidae,SJ_THY13,#N/A,16.52,14.39,0.0568,0.037,0.0198,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_21120.jpg,13.8,14.1,13.9,IR_21146.jpg,-2,-0.2,-0.9,,,
1893,SJTT1893,2612,18-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO131,male,21.39,14.1,0.0523,0.035,0.0173,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,1,0,IR_21122.jpg,13.2,13.6,13.4,IR_21142.jpg,38.5,43.5,40,,,
1894,SJTT1894,2612,18-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO142,male,13.66,8.08,0.0416,0.0368,0.0048,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,0,1,IR_21138.jpg,13.2,13.4,13.4,IR_21156.jpg,-4.1,-1.6,-2.5,,,
1895,SJTT1895,2612,18-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO138,#N/A,17.07,9.17,0.049,0.0362,0.0128,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_21140.jpg,12.6,12.9,12.7,IR_21152.jpg,34.1,42.3,38.4,,,
1896,SJTT1896,2612,18-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO142,male,17.55,10,0.0504,0.0375,0.0129,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,1,0,IR_21148.jpg,12.2,12.5,12.3,IR_21160.jpg,36.7,42,40,,,
1897,SJTT1897,2612,18-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO138,#N/A,16.6,10.76,0.0488,0.0378,0.011,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_21154.jpg,12.5,12.8,12.6,IR_21162.jpg,38.9,43.1,40,,,
1898,SJTT1898,2612,18-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO022,male,15.24,9.1,0.0432,0.0363,0.0069,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,1,0,IR_21158.jpg,12.8,13,12.9,IR_21166.jpg,35.2,40.7,36.7,,,
1899,SJTT1899,2612,18-VII-2017,"30.83744, 102.74658",Drepanidae,SJ_THY13,#N/A,15.69,14.56,0.0599,0.0368,0.0231,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_21164.jpg,13.8,14,13.9,IR_21168.jpg,36.1,42.2,38.6,,,
1900,SJTT1900,2612,18-VII-2017,"30.83744, 102.74658",Erebidae,SJ_ARC06,#N/A,19.78,13.76,0.0853,0.0382,0.0471,#N/A,,1,1,,1,1,#N/A,#N/A,,,,,IR_21170.jpg,11.4,11.6,11.5,,,,,,,
1901,SJTT1901,2612,18-VII-2017,"30.83744, 102.74658",Erebidae,SJ_ARC06,#N/A,18.43,13.86,0.0603,0.0374,0.0229,#N/A,,1,1,,1,1,#N/A,#N/A,,袋子X,,,IR_21172.jpg,12.4,12.6,12.5,,,,,,,
1902,SJTT1902,2612,18-VII-2017,"30.83744, 102.74658",Drepanidae,SJ_THY02,#N/A,22.77,17.58,0.0921,0.0367,0.0554,#N/A,,1,1,,1,1,#N/A,#N/A,,,,,IR_21174.jpg,10.5,11.3,10.8,,,,,,,
1903,SJTT1903,2612,18-VII-2017,"30.83744, 102.74658",Notodontidae,SJ_NOT01,male,17.49,13.78,0.1015,0.037,0.0645,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,1,0,IR_21176.jpg,11.5,11.8,11.5,IR_21186.jpg,39,45.8,43.2,,,
1904,SJTT1904,2612,18-VII-2017,"30.83744, 102.74658",Notodontidae,SJ_NOT01,male,19.26,12.63,0.0768,0.0371,0.0397,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,,,,,,,IR_21182.jpg,-2.4,-0.2,-1,,,
1905,SJTT1905,2612,18-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO021,female,18.78,11.13,0.0459,0.0371,0.0088,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,,,,,,,IR_21188.jpg,-6.3,-4.8,,,,
1906,SJTT1906,2612,18-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO058,male,17.2,12.24,0.0462,0.0358,0.0104,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,,,IR_21184.jpg,11.7,12,11.9,,,,,,,
1907,SJTT1907,2612,18-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO058,male,17.28,11.97,0.0478,0.0358,0.012,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,1,0,IR_21190.jpg,11.5,11.7,11.6,IR_21194.jpg,37.6,43.3,38.6,,,
1908,SJTT1908,2612,18-VII-2017,"30.83744, 102.74658",Notodontidae,SJ_NOT05,male,12.7,9.49,0.0508,0.0367,0.0141,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,1,0,IR_21196.jpg,10.6,10.9,10.8,IR_21208.jpg,38.2,42.6,39.5,,,
1909,SJTT1909,2612,18-VII-2017,"30.83744, 102.74658",Notodontidae,SJ_NOT05,male,14.38,9.75,0.0494,0.0357,0.0137,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,0,1,IR_21198.jpg,10.6,11.1,10.8,IR_21212.jpg,-3.2,-1.9,-2.3,,,
1910,SJTT1910,2612,18-VII-2017,"30.83744, 102.74658",Notodontidae,SJ_NOT17,male,,25.29,0.1398,0.0373,0.1025,#N/A,雙翅破損,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,袋子X/H,,,IR_21200.jpg,11.1,11.6,11.3,,,,,,,
1911,SJTT1911,2612,18-VII-2017,"30.83744, 102.74658",Notodontidae,SJ_NOT17,male,36.58,24.74,0.1884,0.0368,0.1516,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,0,1,IR_21202.jpg,9.7,10,9.9,IR_21218.jpg,-3.6,-1.4,-2.4,,,
1912,SJTT1912,2612,18-VII-2017,"30.83744, 102.74658",Notodontidae,SJ_NOT17,male,36.32,25.18,0.148,0.0376,0.1104,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,袋子X/H,,,,,,,,,,,,,
1913,SJTT1913,2612,18-VII-2017,"30.83744, 102.74658",Erebidae,SJ_LIT15,#N/A,17.23,12.01,0.0519,0.0377,0.0142,#N/A,,1,1,,1,1,#N/A,#N/A,,袋子X/C,,,IR_21204.jpg,11,11.6,11.4,,,,,IR_21206.jpg也是1913Before,,
1914,SJTT1914,2612,18-VII-2017,"30.83744, 102.74658",Erebidae,SJ_LIT15,#N/A,17.68,11.57,0.0518,0.0375,0.0143,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_21210.jpg,10.5,10.8,10.6,IR_21216.jpg,38.3,43,39.3,,,
1915,SJTT1915,2612,18-VII-2017,"30.83744, 102.74658",Erebidae,SJ_LIT15,#N/A,17.28,11.34,0.0524,0.0368,0.0156,#N/A,,1,1,,1,1,#N/A,#N/A,,袋子X/C,,,,,,,,,,,,,
1916,SJTT1916,2612,18-VII-2017,"30.83744, 102.74658",Lasiocampidae,SJ_LAS01,#N/A,20.16,15.27,0.1056,0.0366,0.069,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_21214.jpg,10.8,11.2,11,IR_21230.jpg,40.9,45.5,43.1,,,
1917,SJTT1917,2612,18-VII-2017,"30.83744, 102.74658",Notodontidae,SJ_NOT02,#N/A,29.23,26.72,0.2498,0.0377,0.2121,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_21220.jpg,11.1,11.5,11.3,IR_21242.jpg,37.1,46.7,40.3,,,
1918,SJTT1918,2612,18-VII-2017,"30.83744, 102.74658",Lasiocampidae,SJ_LAS01,#N/A,19.56,15.23,0.1204,0.0371,0.0833,#N/A,,1,1,,1,1,#N/A,#N/A,,袋子X/C,,,IR_21222.jpg,10.4,10.8,10.6,,,,,,,
1919,SJTT1919,2612,18-VII-2017,"30.83744, 102.74658",Notodontidae,SJ_NOT05,male,12.23,,0.0552,0.0375,0.0177,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,袋子X/C,,,IR_21224.jpg,11.2,12,11.4,,,,,,,
1920,SJTT1920,2612,18-VII-2017,"30.83744, 102.74658",Erebidae,SJ_LIT15,#N/A,19.52,12.99,0.0662,0.0381,0.0281,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_21226.jpg,10.9,11.1,11,IR_21236.jpg,33.6,43,36.7,,,
1921,SJTT1921,2612,18-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO017,#N/A,12.71,8.75,0.0408,0.0376,0.0032,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_21228.jpg,10.2,10.7,10.5,IR_21238.jpg,1,4,2.1,,,
1922,SJTT1922,2612,18-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO017,#N/A,12.34,8.32,0.0398,0.0365,0.0033,#N/A,,1,1,,1,1,#N/A,#N/A,,,,,IR_21232.jpg,11.2,11.5,11.4,,,,,,,
1923,SJTT1923,2612,18-VII-2017,"30.83744, 102.74658",Erebidae,SJ_LIT15,#N/A,21.53,15.73,0.0683,0.0372,0.0311,#N/A,,1,1,,1,1,#N/A,#N/A,,袋子X/C,,,IR_21234.jpg,10.9,11.1,11,,,,,,,
1924,SJTT1924,2612,18-VII-2017,"30.83744, 102.74658",Notodontidae,SJ_NOT17,male,36.08,25.69,0.2682,0.037,0.2312,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,0,1,IR_21240.jpg,11.2,12.1,11.7,IR_21252.jpg,-0.8,3.4,2.2,,,
1925,SJTT1925,2612,18-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO142,male,16.14,10.23,0.048,0.0367,0.0113,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,1,0,IR_21244.jpg,11,11.3,11.1,IR_21246.jpg,37.4,41.8,38.9,,,
1926,SJTT1926,2612,18-VII-2017,"30.83744, 102.74658",Notodontidae,SJ_NOT12,#N/A,16.27,11.65,0.0622,0.0383,0.0239,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_21248.jpg,11.2,11.7,11.5,IR_21260.jpg,-2.3,-0.9,-1.6,,,
1927,SJTT1927,2612,18-VII-2017,"30.83744, 102.74658",Erebidae,SJ_LYM10,#N/A,22.06,13.2,0.0793,0.038,0.0413,#N/A,,,1,,1,1,#N/A,#N/A,,袋子X(?)/H,,,IR_21250.jpg,10.4,10.6,10.4,,,,,,,
1928,SJTT1928,2612,18-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO142,male,14.77,8.39,0.0422,0.0374,0.0048,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,0,1,IR_21254.jpg,10.7,11,10.9,IR_21264.jpg,-6.5,-5.5,-5.9,,,
1929,SJTT1929,2612,18-VII-2017,"30.83744, 102.74658",Erebidae,SJ_LIT15,#N/A,19.16,14.23,0.0658,0.0369,0.0289,#N/A,,1,1,,1,1,#N/A,#N/A,,袋子X/C,,,IR_21256.jpg,11.3,11.5,11.4,,,,,,,
1930,SJTT1930,2612,18-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO017,#N/A,12.27,7.81,0.041,0.0371,0.0039,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_21258.jpg,9.9,10.2,9.9,IR_21262.jpg,36.3,39.9,37.9,,,
1931,SJTT1931,2612,18-VII-2017,"30.83744, 102.74658",Erebidae,SJ_LIT15,#N/A,16.48,10.88,0.0498,0.0372,0.0126,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_21266.jpg,12.4,12.8,12.5,IR_21272.jpg,-1.9,-0.7,-1.3,,,
1932,SJTT1932,2612,18-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO142,male,17.38,10.61,0.0501,0.0359,0.0142,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,0,1,IR_21268.jpg,10,10.4,10.2,IR_21270.jpg,-6.3,-5.2,-5.6,,,
1933,SJTT1933,2612,18-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO058,male,17.33,11.99,0.0474,0.0371,0.0103,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,袋子X/C,,,IR_21274.jpg,10.6,10.8,10.7,,,,,,,
1934,SJTT1934,2612,18-VII-2017,"30.83744, 102.74658",Erebidae,SJ_LIT15,#N/A,18.03,12.2,0.0527,0.0369,0.0158,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_21276.jpg,9,9.2,9.1,IR_21290.jpg,34.2,39.7,36.9,,,
1935,SJTT1935,2612,18-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO017,#N/A,12.37,8.68,0.0403,0.0365,0.0038,#N/A,,1,1,,1,1,#N/A,#N/A,,,,,IR_21278.jpg,10.9,11.7,11.4,,,,,,,
1936,SJTT1936,2612,18-VII-2017,"30.83744, 102.74658",Erebidae,SJ_LIT15,#N/A,20.48,14.9,0.0649,0.0367,0.0282,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_21280.jpg,10.7,10.9,10.8,IR_21296.jpg,-3.2,0.1,-1,,,
1937,SJTT1937,2612,18-VII-2017,"30.83744, 102.74658",Erebidae,SJ_ARC06,male,18.7,,--,0.0378,--,X,"無身體,身體遭蛀，不秤重",1,o,,1,1,#N/A,#N/A,於烘箱中遭蛀蝕,,1,0,IR_21282.jpg,10.2,10.6,10.4,IR_21294.jpg,37.9,41.1,39.5,,,
1938,SJTT1938,2612,18-VII-2017,"30.83744, 102.74658",Notodontidae,SJ_NOT17,male,35.32,,0.1707,0.0385,0.1322,#N/A,右翅破損,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,0,1,IR_21284.jpg,11,11.6,11.3,IR_21304.jpg,-1.8,1.7,0.5,,,
1939,SJTT1939,2612,18-VII-2017,"30.83744, 102.74658",Lasiocampidae,SJ_LAS01,#N/A,19.77,17.2,0.1285,0.0371,0.0914,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_21286.jpg,10.2,10.7,10.4,IR_21316.jpg,-1.2,1.9,0.9,,,
1940,SJTT1940,2612,18-VII-2017,"30.83744, 102.74658",Erebidae,SJ_LIT11,male,12.66,8.36,0.0424,0.0353,0.0071,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,1,0,IR_21288.jpg,10.6,11,10.9,IR_21308.jpg,37.6,41.2,38.9,,,
1941,SJTT1941,2612,18-VII-2017,"30.83744, 102.74658",Erebidae,SJ_LIT15,#N/A,22.15,16.26,0.07,0.0371,0.0329,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_21292.jpg,11.3,11.7,11.5,IR_21322.jpg,-1.4,0.2,-0.5,,,
1942,SJTT1942,2612,18-VII-2017,"30.83744, 102.74658",Erebidae,SJ_LIT15,#N/A,20.45,13.92,0.063,0.0374,0.0256,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_21298.jpg,10.2,10.5,10.4,IR_21320.jpg,1.4,2.7,2,,,
1943,SJTT1943,2612,18-VII-2017,"30.83744, 102.74658",Erebidae,SJ_LIT11,male,13.02,8.38,,0.0365,0.0076,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,1,0,IR_21300.jpg,10,10.4,10.1,IR_21314.jpg,34.9,39.7,36.7,,,
1944,SJTT1944,2612,18-VII-2017,"30.83744, 102.74658",Erebidae,SJ_LYM09,#N/A,23.87,14.26,0.0816,0.0371,0.0445,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_21302.jpg,10.8,11,10.9,IR_21324.jpg,36.1,40.3,38.2,,,
1945,SJTT1945,2612,18-VII-2017,"30.83744, 102.74658",Erebidae,SJ_LYM09,#N/A,24.25,15.41,0.094,0.0377,0.0563,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_21306.jpg,10.5,10.9,10.7,IR_21330.jpg,-3.3,-1.4,-2.4,,,
1946,SJTT1946,2612,18-VII-2017,"30.83744, 102.74658",Lasiocampidae,SJ_LAS01,#N/A,19.79,14.36,0.0915,0.0367,0.0548,#N/A,,1,1,,1,1,#N/A,#N/A,缺標籤,,1,0,IR_21310.jpg,9.5,9.7,9.6,IR_21328.jpg,31.4,39.9,36.6,,,
1947,SJTT1947,2612,18-VII-2017,"30.83744, 102.74658",Erebidae,SJ_LIT11,female,15.6,8.79,,0.0374,0.0145,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,0,1,IR_21312.jpg,9.9,10.1,10,IR_21326.jpg,0.5,1.4,0.9,,,
1948,SJTT1948,2612,18-VII-2017,"30.83744, 102.74658",Erebidae,SJ_LIT11,male,13.43,8.81,,0.0381,0.0079,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,1,0,IR_21318.jpg,9.9,10.1,9.9,IR_21332.jpg,37.2,42.4,38.7,,,
1949,SJTT1949,2612,18-VII-2017,"30.83744, 102.74658",Erebidae,SJ_LYM10,#N/A,22.8,13.5,0.0799,0.0382,0.0417,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_21334.jpg,11.5,11.9,11.8,IR_21340.jpg,0.1,2.1,1.4,,,
1950,SJTT1950,2612,18-VII-2017,"30.83744, 102.74658",Erebidae,SJ_ARC06,#N/A,18.77,15.42,0.0939,0.0375,0.0564,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_21336.jpg,10.9,11.2,11,IR_21342.jpg,-2.1,-0.8,-1.4,,,
1951,SJTT1951,2612,18-VII-2017,"30.83744, 102.74658",Noctuidae,SJ_NOC032,female,18.69,14.04,0.0702,0.0382,0.032,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,1,0,IR_21338.jpg,9.5,10,9.8,IR_21344.jpg,36.7,41.8,38.6,,,
1952,SJTT1952,2612,19-VII-2017,"30.83744, 102.74658",Erebidae,SJ_LIT29,female,14.84,9.24,0.044,--,--,#N/A,身體遭蛀，不秤重,1,o,需影像,1,1,#N/A,#N/A,,,1,0,IR_21346.jpg,24.8,25.3,25,IR_21350.jpg,42.2,47.1,44.1,,,
1953,SJTT1953,2612,19-VII-2017,"30.83744, 102.74658",Pyralidae,SJ_PYR02,male,14.7,13.86,0.045,0.0378,0.0072,#N/A,,1,o,需影像,1,1,#N/A,#N/A,,,1,0,IR_21348.jpg,23.8,24.2,24,IR_21352.jpg,41.8,45.7,43.6,,,
1954,SJTT1954,2612,19-VII-2017,"30.83744, 102.74658",Noctuidae,SJ_NOC001,male,28.02,27.78,0.1131,0.0371,0.0772,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,1,0,IR_21354.jpg,23.2,23.7,23.5,IR_21370.jpg,42.2,44.7,43.5,,,
1955,SJTT1955,2612,19-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO148,male,30.44,23.45,0.1239,0.0369,0.0742,#N/A,身體遭蛀,1,o,需影像,1,1,#N/A,#N/A,,,1,0,IR_21356.jpg,22.8,23.8,23.2,IR_21378.jpg,43.7,46.6,45,,,
1956,SJTT1956,2612,19-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO149,male,34.02,23.8,0.1996,0.0371,0.1657,#N/A,,1,o,需影像,1,1,#N/A,#N/A,,,1,0,IR_21358.jpg,25,25.4,25.2,IR_21380.jpg,41.8,46.7,45.3,,,
1957,SJTT1957,2612,19-VII-2017,"30.83744, 102.74658",Geometridae,SJ_GEO016,#N/A,11.33,7.35,0.0436,0.0381,0.0055,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_21360.jpg,24.1,24.6,24.4,IR_21376.jpg,-2,2.1,0.9,,,
1958,SJTT1958,2612,19-VII-2017,"30.83744, 102.74658",Nolidae,SJ_NOL04,female,19.72,13.32,0.0785,0.0376,0.0407,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,0,1,IR_21362.jpg,23.4,23.7,23.6,IR_21390.jpg,2.5,6.5,5.1,,,
1959,SJTT1959,2612,19-VII-2017,"30.83744, 102.74658",Nolidae,SJ_NOL04,female,18.67,13.25,0.0666,0.0383,0.0284,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,1,0,IR_21364.jpg,23.7,23.9,23.9,IR_21388.jpg,43.8,46.7,44.8,,,
1960,SJTT1960,2612,19-VII-2017,"30.83744, 102.74658",Nolidae,SJ_NOL04,female,17.9,13.24,0.0632,0.0378,0.0249,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,0,1,IR_21366.jpg,23.6,23.8,23.7,IR_21392.jpg,1.8,4.5,2.9,,,
1961,SJTT1961,2612,19-VII-2017,"30.83744, 102.74658",Nolidae,SJ_NOL04,female,20.27,12.83,0.0759,0.0368,0.0387,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,1,0,IR_21368.jpg,23.9,24.2,24.1,IR_21396.jpg,40.4,44.8,43,,,
1962,SJTT1962,2612,19-VII-2017,"30.83744, 102.74658",Erebidae,SJ_ARC04,male,17.7,13.74,0.0636,0.0364,0.0264,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,0,1,IR_21372.jpg,22.8,23.1,23,IR_21404.jpg,3.2,7,4.8,,,
1963,SJTT1963,2612,19-VII-2017,"30.83744, 102.74658",Noctuidae,SJ_NOC001,male,26.46,19.27,0.0933,0.0375,0.0555,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,0,1,IR_21374.jpg,23.3,23.9,23.6,IR_21402.jpg,1.8,5.4,4.4,,,
1964,SJTT1964,2612,19-VII-2017,"30.83744, 102.74658",Erebidae,SJ_ARC04,female,23.65,16.77,0.0905,0.0378,0.0541,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,1,0,IR_21382.jpg,23.2,23.5,23.3,IR_21416.jpg,44.4,46.6,45.7,,,
1965,SJTT1965,2612,19-VII-2017,"30.83744, 102.74658",Erebidae,SJ_ARC04,male,18.55,13.65,0.0624,0.0365,0.0259,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,0,1,IR_21384.jpg,23.3,23.5,23.4,IR_21408.jpg,2.7,7.3,6.2,,,
1966,SJTT1966,2612,19-VII-2017,"30.83744, 102.74658",Erebidae,SJ_ARC04,male,20.13,14.69,0.0632,0.0369,0.0268,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,1,0,IR_21386.jpg,23.2,23.5,23.4,IR_21414.jpg,45.5,47.1,46.5,,,
1967,SJTT1967,2612,19-VII-2017,"30.83744, 102.74658",Erebidae,SJ_ARC04,male,18.52,14.93,0.0729,0.038,0.0346,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,0,1,IR_21394.jpg,23,23.3,23.2,IR_21428.jpg,2.1,3.9,3,,,
